fundHouse,schemeCode,fundName
IDFC Mutual Fund,108659,IDFC GSF-Provident Fund-Inst Plan B-Growth
IDFC Mutual Fund,108660,IDFC GSF-Provident Fund-Inst Plan B-Quarterly Dividend
IDFC Mutual Fund,108663,IDFC GSF-Provident Fund-Regular Plan-Annual Dividend
IDFC Mutual Fund,108661,IDFC GSF-Provident Fund-Regular Plan-Growth
IDFC Mutual Fund,108662,IDFC GSF-Provident Fund-Regular Plan-Quarterly Dividend
IDFC Mutual Fund,108646,IDFC GSF - Short Term -Regular Plan- Quarterly Dividend
IDFC Mutual Fund,108645,IDFC GSF - Investment Plan - Annual Dividend
IDFC Mutual Fund,118387,IDFC Government Securities Fund - Short Term -Direct Plan-Growth
IDFC Mutual Fund,118390,IDFC Government Securities Fund - Short Term -Direct Plan-Monthly Dividend
IDFC Mutual Fund,118388,IDFC Government Securities Fund - Short Term -Direct Plan-Quarterly Dividend
IDFC Mutual Fund,118389,IDFC Government Securities Fund - Short Term -Direct Plan-Weekly Dividend
IDFC Mutual Fund,108644,IDFC Government Securities Fund - Short Term -Regular Plan- Monthly Dividend
IDFC Mutual Fund,131390,IDFC Government Securities Fund -Short Term -Direct Plan_Periodic Dividend
IDFC Mutual Fund,131391,IDFC Government Securities Fund -Short Term -Regular Plan_Periodic Dividend
IDFC Mutual Fund,111339,IDFC GSF - Short Term -Plan B Growth
IDFC Mutual Fund,111341,IDFC GSF - Short Term -Plan B Quaterly Dividend
IDFC Mutual Fund,111342,IDFC GSF - Short Term -Plan B Weekly Dividend
IDFC Mutual Fund,111343,IDFC GSF - Short Term -Regular Plan- Weekly Dividend
IDFC Mutual Fund,118467,IDFC  Government Securities Fund-  Investment Plan-Direct Plan-Annual Dividend
IDFC Mutual Fund,118463,IDFC  Government Securities Fund-  Investment Plan-Direct Plan-Dividend
IDFC Mutual Fund,118464,IDFC  Government Securities Fund-  Investment Plan-Direct Plan-Growth
IDFC Mutual Fund,118465,IDFC  Government Securities Fund-  Investment Plan-Direct Plan-Half Yearly Dividend
IDFC Mutual Fund,118466,IDFC  Government Securities Fund-  Investment Plan-Direct Plan-Quarterly Dividend
IDFC Mutual Fund,111527,IDFC GSF - Investment Plan -Regular Plan- DIVIDEND
IDFC Mutual Fund,111525,IDFC GSF - Investment Plan -Regular Plan-GROWTH
IDFC Mutual Fund,131394,IDFC GSF -IP -Direct Plan_Periodic Dividend
IDFC Mutual Fund,131395,IDFC GSF -IP -Regular Plan_Periodic Dividend
Indiabulls Mutual Fund,118427,Indiabulls Gilt Fund - Direct Plan -  Growth Option
Indiabulls Mutual Fund,118817,Indiabulls Gilt Fund - Direct Plan - Fortnightly Dividend Option
Indiabulls Mutual Fund,118818,Indiabulls Gilt Fund - Direct Plan - Monthly Dividend Option
Indiabulls Mutual Fund,118816,Indiabulls Gilt Fund - Direct Plan - Weekly Dividend Option
Indiabulls Mutual Fund,118822,Indiabulls Gilt Fund - Indirect Plan - Fortnightly Dividend Option
Indiabulls Mutual Fund,118820,Indiabulls Gilt Fund - Indirect Plan - Growth Option
Indiabulls Mutual Fund,118823,Indiabulls Gilt Fund - Indirect Plan - Monthly Dividend Option
Indiabulls Mutual Fund,118821,Indiabulls Gilt Fund - Indirect Plan - Weekly Dividend Option
Invesco Mutual Fund,107476,Invesco India GILT Fund - Annual Dividend
Invesco Mutual Fund,120520,Invesco India GILT Fund - Direct  Plan - Growth
Invesco Mutual Fund,120519,Invesco India GILT Fund - Direct Plan - Annual Dividend
Invesco Mutual Fund,120521,Invesco India GILT Fund - Direct Plan - Monthly Dividend
Invesco Mutual Fund,120522,Invesco India GILT Fund - Direct Plan - Quarterly Dividend
Invesco Mutual Fund,107477,Invesco India GILT Fund - Growth
Invesco Mutual Fund,107471,Invesco India GILT Fund - Monthly Dividend
Invesco Mutual Fund,107472,Invesco India GILT Fund - Quarterly Dividend
JM Financial Mutual Fund,120421,JM G-Sec Fund - (Direct) - Growth Option
JM Financial Mutual Fund,120420,JM G-Sec Fund - (Direct) - Quarterly Dividend Option
JM Financial Mutual Fund,134662,JM G-Sec Fund - (Direct) Annual Dividend Option
JM Financial Mutual Fund,120419,JM G-Sec Fund - (Direct) Bonus Option - Principal Units
JM Financial Mutual Fund,134661,JM G-Sec Fund - (Direct) Half Yearly Dividend Option
JM Financial Mutual Fund,134664,JM G-Sec Fund - (Direct) Monthly Dividend Option
JM Financial Mutual Fund,134659,JM G-Sec Fund - Annual Dividend Option
JM Financial Mutual Fund,100253,JM G-Sec Fund - Bonus Option - Principal Units
JM Financial Mutual Fund,100250,JM G-Sec Fund - Growth Option
JM Financial Mutual Fund,134663,JM G-Sec Fund - Half Yearly Dividend Option
JM Financial Mutual Fund,134660,JM G-Sec Fund - Monthly Dividend Option
JM Financial Mutual Fund,100249,JM G-Sec Fund - Quarterly Dividend Option
Kotak Mahindra Mutual Fund,100280,Kotak Gilt-Investment  Provident Fund and Trust-Dividend
Kotak Mahindra Mutual Fund,100281,Kotak Gilt-Investment  Provident Fund and Trust-Growth
Kotak Mahindra Mutual Fund,119757,Kotak Gilt-Investment  Provident Fund and Trust-Growth - Direct
Kotak Mahindra Mutual Fund,100264,Kotak Gilt-Investment Regular-Dividend
Kotak Mahindra Mutual Fund,119758,Kotak Gilt-Investment Regular-Dividend - Direct
Kotak Mahindra Mutual Fund,100265,Kotak Gilt-Investment Regular-Growth
Kotak Mahindra Mutual Fund,119759,Kotak Gilt-Investment Regular-Growth - Direct
L&T Mutual Fund,119425,L&T Gilt Fund-Direct Plan-Growth
L&T Mutual Fund,119426,L&T Gilt Fund-Direct Plan-Quarterly Dividend
L&T Mutual Fund,112429,L&T Gilt Fund-Regular Plan - Growth
L&T Mutual Fund,112428,L&T Gilt Fund-Regular Plan - Quarterly Dividend
LIC Mutual Fund,120282,LIC MF Govt Securities Fund-Direct Plan Growth Option
LIC Mutual Fund,100318,LIC MF Govt Securities Fund-PF Plan (D)
LIC Mutual Fund,100319,LIC MF Govt Securities Fund-PF Plan (G)
LIC Mutual Fund,120283,LIC MF Govt Securities Fund-Regular Direct Plan Dividend Option
LIC Mutual Fund,100316,LIC MF Govt Securities Fund-Regular Plan (D)
LIC Mutual Fund,100317,LIC MF Govt Securities Fund-Regular Plan (G)
PRINCIPAL Mutual Fund,119454,Principal Government Securities Fund- Direct Plan - Dividend Option - Quarterly
PRINCIPAL Mutual Fund,119456,Principal Government Securities Fund- Direct Plan - Dividend Option- Annually
PRINCIPAL Mutual Fund,119453,Principal Government Securities Fund-Direct Plan - Growth Option
PRINCIPAL Mutual Fund,101117,Principal Government Securities Fund-Dividend Option - Quarterly
PRINCIPAL Mutual Fund,101119,Principal Government Securities Fund-Dividend Option- Annually
PRINCIPAL Mutual Fund,101118,Principal Government Securities Fund-Growth
Reliance Mutual Fund,118674,Reliance Gilt Securities Fund - Direct Plan - P F Option - Automatic Annual Reinvest Option
Reliance Mutual Fund,118669,Reliance Gilt Securities Fund - Direct Plan - P F Option - Automatic Capital Appreciation Payout Option
Reliance Mutual Fund,118673,Reliance Gilt Securities Fund - Direct Plan - P F Option - Defined Maturity Date Option
Reliance Mutual Fund,118672,Reliance Gilt Securities Fund - Direct Plan Growth Plan - Growth Option
Reliance Mutual Fund,118670,Reliance Gilt Securities Fund - Direct Plan- Monthly Dividend Plan
Reliance Mutual Fund,109717,Reliance Gilt Securities Fund - Institutional Plan-Growth Plan -Growth Option
Reliance Mutual Fund,109720,Reliance Gilt Securities Fund -Growth Plan - Growth Option
Reliance Mutual Fund,109723,Reliance Gilt Securities Fund -Monthly Dividend Plan
Reliance Mutual Fund,109716,Reliance Gilt Securities Fund -P F Option-Automatic Annual Reinvest Option
Reliance Mutual Fund,109721,Reliance Gilt Securities Fund -P F Option-Defined Maturity Date Option
Reliance Mutual Fund,133265,Reliance Gilt Securities Fund- Direct Plan- Growth Plan- Bonus Option
Reliance Mutual Fund,133264,Reliance Gilt Securities Fund- Growth Plan- Bonus Option
Reliance Mutual Fund,109718,Reliance Gilt Securities Fund-Institutional Plan-P F Option-Automatic Capital Appreciation Payout Option
Reliance Mutual Fund,109724,Reliance Gilt Securities Fund-P F Option-Automatic Capital Appreciation Payout Option
SBI Mutual Fund,119706,SBI MAGNUM GILT FUND - LONG TERM - DIRECT PLAN - DIVIDEND
SBI Mutual Fund,100999,SBI MAGNUM GILT FUND - REGULAR PLAN - LONG TERM - DIVIDEND
SBI Mutual Fund,119707,SBI MAGNUM GILT FUND - LONG TERM - DIRECT PLAN - GROWTH
SBI Mutual Fund,101001,SBI MAGNUM GILT FUND - LONG TERM - REGULAR PLAN - GROWTH
SBI Mutual Fund,120136,SBI MAGNUM GILT FUND - SHORT TERM - DIVIDEND
SBI Mutual Fund,101003,SBI MAGNUM GILT FUND - SHORT TERM - REGULAR PLAN - DIVIDEND
SBI Mutual Fund,120137,SBI MAGNUM GILT FUND - SHORT TERM - DIRECT PLAN - GROWTH
SBI Mutual Fund,101002,SBI MAGNUM GILT FUND - SHORT TERM - REGULAR PLAN - GROWTH
SBI Mutual Fund,101950,SBI MGLT-  DIVIDEND - PF (Fixed Period - 1 Yr) Option
SBI Mutual Fund,101951,SBI MGLT-  DIVIDEND - PF (Fixed Period - 2 Yrs) Option
SBI Mutual Fund,101952,SBI MGLT-  DIVIDEND - PF (Fixed Period - 3 Yrs) Option
SBI Mutual Fund,101935,SBI MGLT-  DIVIDEND - PF (Regular) Option
SBI Mutual Fund,102061,SBI MGLT-  GROWTH - PF (Fixed Period - 1 Yr) Option
SBI Mutual Fund,101933,SBI MGLT-  GROWTH - PF (Fixed Period - 2 Yrs) Option
SBI Mutual Fund,101934,SBI MGLT-  GROWTH - PF (Fixed Period - 3 Yrs) Option
SBI Mutual Fund,101932,SBI MGLT-  GROWTH - PF (Regular) Option
Sundaram Mutual Fund,101092,SUNDARAM GILT FUND (Growth. OPTION)
Sundaram Mutual Fund,119607,Sundaram Gilt Fund - Direct Plan - Bonus Option
Sundaram Mutual Fund,119603,Sundaram Gilt Fund - Direct Plan - Growth Option
Sundaram Mutual Fund,101059,SUNDARAM GILT FUND (DIV. OPTION)
Sundaram Mutual Fund,119608,Sundaram Gilt Fund - Direct Plan - Dividend Option
Tata Mutual Fund,101902,Tata Gilt High Fund - Dividend Opt
Tata Mutual Fund,102016,Tata Gilt High Fund - Growth
Tata Mutual Fund,119944,Tata Gilt Mid Term Fund - Direct Plan - Growth
Tata Mutual Fund,119945,Tata Gilt Mid Term Fund - Direct Plan - Periodic Dividend
Tata Mutual Fund,119946,Tata Gilt Mid Term Fund - Direct Plan - Quarterly Dividend
Tata Mutual Fund,112929,Tata Gilt Mid Term Fund - Regular Plan -Periodic Dividend
Tata Mutual Fund,112928,Tata Gilt Mid Term Fund -Regular Plan- Growth
Tata Mutual Fund,112930,Tata Gilt Mid Term Fund -Regular Plan- Quarterly Dividend
Tata Mutual Fund,101945,Tata Gilt Retirement Plan 28/2/25 Growth Option
Tata Mutual Fund,102046,Tata Gilt Retirement Plan28/2/25 Dividend Option
Tata Mutual Fund,101042,Tata Gilt Securities Fund -Regular Plan- Growth
Tata Mutual Fund,101049,Tata Gilt Securities Fund Regular Plan -  Dividend
Tata Mutual Fund,102263,Tata Gilt Securities Fund RIP ( Bonus)
Tata Mutual Fund,119954,Tata Gilt Securities Fund- Direct Plan - Dividend
Tata Mutual Fund,119953,Tata Gilt Securities Fund- Direct Plan - Growth
Tata Mutual Fund,101828,Tata Gilt Securities Short Maturity Fund -Regular Fund-Quarterly DIvidend
Tata Mutual Fund,101883,Tata Gilt Securities Short Maturity Fund -Regular Plan-Growth
Tata Mutual Fund,119956,Tata Gilt Short Maturity Fund - Direct Plan - Dividend
Tata Mutual Fund,119955,Tata Gilt Short Maturity Fund - Direct Plan - Growth
UTI Mutual Fund,100812,UTI - G-Sec Fund-Growth
UTI Mutual Fund,100811,UTI - G-Sec Fund-Income
UTI Mutual Fund,124265,UTI - G-Sec Fund-STP Daily Div Option
UTI Mutual Fund,100814,UTI - G-Sec Fund-STP Growth
UTI Mutual Fund,120785,UTI - G-Sec Fund-STP Growth- Direct
UTI Mutual Fund,100813,UTI - G-Sec Fund-STP Periodic Div Option
UTI Mutual Fund,120786,UTI - G-Sec Fund-STP Periodic Div Option - Direct
UTI Mutual Fund,102513,UTI - GILT ADVANTAGE-LONG TERM PF-( PRESCRIBED APPRECIATION AUTO REDEMPTION
UTI Mutual Fund,102511,UTI - GILT ADVANTAGE-LONG TERM PF-DIVIDEND
UTI Mutual Fund,102512,UTI - GILT ADVANTAGE-LONG TERM PF-GROWTH
UTI Mutual Fund,102514,UTI - GILT ADVANTAGE-LONG TERM PF-PRESCRIBED DATE AUTO REDEMPTION
UTI Mutual Fund,102509,UTI - GILT ADVANTAGE-LONG TERM-DIVIDEND
UTI Mutual Fund,120791,UTI - GILT ADVANTAGE-LONG TERM-DIVIDEND- Direct
UTI Mutual Fund,102510,UTI - GILT ADVANTAGE-LONG TERM-GROWTH
UTI Mutual Fund,120792,UTI - GILT ADVANTAGE-LONG TERM-GROWTH- Direct
Axis Mutual Fund,113434,Axis Gold ETF
Birla Sun Life Mutual Fund,115127,Birla Sun Life Gold ETF
Canara Robeco Mutual Fund,117076,Canara Robeco Gold Exchange Traded Fund
HDFC Mutual Fund,113049,HDFC Gold Exchange Traded Fund
ICICI Prudential Mutual Fund,113076,ICICI Prudential Gold iWIN ETF
IDBI Mutual Fund,115939,IDBI Gold Exchange Traded Fund
Invesco Mutual Fund,112368,Invesco India Gold Exchange Traded Fund
Kotak Mahindra Mutual Fund,106193,KOTAK GOLD ETF
Quantum Mutual Fund,107693,Quantum Gold Fund (an ETF)
Reliance Mutual Fund,140088,Reliance ETF Gold BeES
SBI Mutual Fund,111954,SBI-ETF Gold
UTI Mutual Fund,105463,UTI GOLD Exchange Traded Fund
Axis Mutual Fund,130774,Axis Enhanced Arbitrage Fund - Direct Plan - Dividend
Axis Mutual Fund,130773,Axis Enhanced Arbitrage Fund - Direct Plan - Growth
Axis Mutual Fund,130776,Axis Enhanced Arbitrage Fund - Regular Plan - Dividend
Axis Mutual Fund,130771,Axis Enhanced Arbitrage Fund - Regular Plan - Growth
Axis Mutual Fund,120466,Axis Equity Fund - Direct Plan - Dividend
Axis Mutual Fund,120465,Axis Equity Fund - Direct Plan - Growth
Axis Mutual Fund,112278,Axis Equity Fund - Dividend
Axis Mutual Fund,112277,Axis Equity Fund - Growth
Axis Mutual Fund,135120,Axis Equity Saver Fund - Direct Plan - Growth
Axis Mutual Fund,135121,Axis Equity Saver Fund - Direct Plan - Monthly Dividend
Axis Mutual Fund,135124,Axis Equity Saver Fund - Direct Plan - Quarterly Dividend
Axis Mutual Fund,139520,Axis Equity Saver Fund - Direct Plan - Regular Dividend
Axis Mutual Fund,135122,Axis Equity Saver Fund - Regular Plan - Growth
Axis Mutual Fund,135123,Axis Equity Saver Fund - Regular Plan - Monthly Dividend
Axis Mutual Fund,135125,Axis Equity Saver Fund - Regular Plan - Quarterly Dividend
Axis Mutual Fund,139521,Axis Equity Saver Fund - Regular Plan - Regular Dividend
Axis Mutual Fund,120467,Axis Focused 25 Fund - Direct Plan - Dividend Option
Axis Mutual Fund,120468,Axis Focused 25 Fund - Direct Plan - Growth Option
Axis Mutual Fund,117559,Axis Focused 25 Fund - Dividend Option
Axis Mutual Fund,117560,Axis Focused 25 Fund - Growth Option
Axis Mutual Fund,120504,Axis Midcap Fund - Direct Plan - Dividend
Axis Mutual Fund,120505,Axis Midcap Fund - Direct Plan - Growth
Axis Mutual Fund,114565,Axis Midcap Fund - Dividend
Axis Mutual Fund,114564,Axis Midcap Fund - Growth
Baroda Pioneer Mutual Fund,125114,Baroda Pioneer Banking And Financial Services Fund - Plan A - Bonus Option
Baroda Pioneer Mutual Fund,117547,Baroda Pioneer Banking and Financial Services Fund - Plan A - Dividend Payout Option
Baroda Pioneer Mutual Fund,117549,Baroda Pioneer Banking and Financial Services Fund - Plan A - Growth Option
Baroda Pioneer Mutual Fund,125115,Baroda Pioneer Banking And Financial Services Fund - Plan B (Direct) - Bonus Option
Baroda Pioneer Mutual Fund,119334,Baroda Pioneer Banking and Financial Services Fund - Plan B (Direct) - Dividend Payout Option
Baroda Pioneer Mutual Fund,119333,Baroda Pioneer Banking and Financial Services Fund - Plan B (Direct) - Growth Option
Baroda Pioneer Mutual Fund,102021,BARODA PIONEER GROWTH FUND - Plan A - Dividend Option
Baroda Pioneer Mutual Fund,102020,BARODA PIONEER GROWTH FUND - Plan A - Growth Option
Baroda Pioneer Mutual Fund,119353,BARODA PIONEER GROWTH FUND - Plan B (Direct) - Dividend Option
Baroda Pioneer Mutual Fund,119354,BARODA PIONEER GROWTH FUND - Plan B (Direct) - Growth Option
Baroda Pioneer Mutual Fund,112944,Baroda Pioneer Large cap Fund - Plan A - Dividend Option
Baroda Pioneer Mutual Fund,112943,Baroda Pioneer Large cap Fund - Plan A - Growth Option
Baroda Pioneer Mutual Fund,119366,Baroda Pioneer Large cap Fund - Plan B (Direct) - Dividend Option
Baroda Pioneer Mutual Fund,119367,Baroda Pioneer Large cap Fund - Plan B (Direct) - Growth Option
Baroda Pioneer Mutual Fund,113328,Baroda Pioneer Mid-cap Fund- Plan A - Dividend Option
Baroda Pioneer Mutual Fund,113327,Baroda Pioneer Mid-cap Fund- Plan A - Growth Option
Baroda Pioneer Mutual Fund,119392,Baroda Pioneer Mid-cap Fund- Plan B (Direct) - Growth Option
Baroda Pioneer Mutual Fund,119313,Baroda Pioneer Mid-cap Fund-Plan B (Direct)-Dividend Option
Birla Sun Life Mutual Fund,119433,Birla Sun Life Advantage Fund - Dividend - Direct Plan
Birla Sun Life Mutual Fund,119436,Birla Sun Life Advantage Fund - Growth - Direct Plan
Birla Sun Life Mutual Fund,100033,Birla Sun Life Advantage Fund - Regular Growth
Birla Sun Life Mutual Fund,100034,Birla Sun Life Advantage Fund -Regular Dividend
Birla Sun Life Mutual Fund,125598,Birla Sun Life Banking and Financial Services Fund - Direct Plan - Dividend
Birla Sun Life Mutual Fund,125597,Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth
Birla Sun Life Mutual Fund,125596,Birla Sun Life Banking and Financial Services Fund - Regular Plan - Dividend
Birla Sun Life Mutual Fund,125595,Birla Sun Life Banking and Financial Services Fund - Regular Plan - Growth
Birla Sun Life Mutual Fund,120528,Birla Sun Life Buy India Fund - Dividend - Direct Plan
Birla Sun Life Mutual Fund,103169,Birla Sun Life Buy India Fund - Dividend - Regular Plan
Birla Sun Life Mutual Fund,120529,Birla Sun Life Buy India Fund - Growth - Direct Plan
Birla Sun Life Mutual Fund,103170,Birla Sun Life Buy India Fund - Growth - Regular Plan
Birla Sun Life Mutual Fund,119575,Birla Sun Life Commodity Equities Fund - Global Agri Plan - Dividend - Direct Plan
Birla Sun Life Mutual Fund,111348,Birla Sun Life Commodity Equities Fund - Global Agri Plan - Dividend - Regular Plan
Birla Sun Life Mutual Fund,119576,Birla Sun Life Commodity Equities Fund - Global Agri Plan - Growth - Direct Plan
Birla Sun Life Mutual Fund,111349,Birla Sun Life Commodity Equities Fund - Global Agri Plan - Growth - Regular Plan
Birla Sun Life Mutual Fund,119506,Birla Sun Life Dividend Yield Plus - Dividend - Direct Plan
Birla Sun Life Mutual Fund,101737,Birla Sun Life Dividend Yield Plus - Dividend - Regular Plan
Birla Sun Life Mutual Fund,119507,Birla Sun Life Dividend Yield Plus - Growth - Direct Plan
Birla Sun Life Mutual Fund,101738,Birla Sun Life Dividend Yield Plus - Growth - Regular Plan
Birla Sun Life Mutual Fund,119525,Birla Sun Life Enhanced Arbitrage Fund - Dividend - Direct Plan
Birla Sun Life Mutual Fund,119526,Birla Sun Life Enhanced Arbitrage Fund - Growth - Direct Plan
